GORZONI,,,,MASINI,,,,,,,,
1,esercizi su esercizi,su,greater_plurality/accumulation,esercizi su esercizi,1,greater_plurality/accumulation,1,0,,,,
1,estate su estate,su,connection/transition,estate su estate,1,connection/transition,1,0,,,,
1,estati su estati,su,greater_plurality/accumulation,estati su estati,1,greater_plurality/accumulation,1,0,,,,
23,estero su estero,su,connection/transition,estero su estero,11,connection/transition,1,12,TAG,,,
1,euro su euro,su,greater_plurality/accumulation,euro su euro,1,succession/iteration/distributivity,1,0,,,,
1,euro su euro,su,succession/iteration/distributivity,euro su euro,1,greater_plurality/accumulation,1,0,,,,
1,fabbriche su fabbriche,su,greater_plurality/accumulation,fabbriche su fabbriche,1,greater_plurality/accumulation,1,0,,,,
1,Facce su facce,su,greater_plurality/accumulation,facce su facce,1,greater_plurality/accumulation,1,0,,,,
409,faccia a faccia,a,idiosyncratic,faccia a faccia,455,idiosyncratic,1,-46,EXCLUDED,,,
462,faccia a faccia,a,juxtaposition/contact,faccia a faccia,462,juxtaposition/contact,1,0,EXCLUDED,,,
1,falange su falange,su,succession/iteration/distributivity,falange su falange,1,succession/iteration/distributivity,1,0,,,,
1,fascicoli su fascicoli,su,greater_plurality/accumulation,fascicoli su fascicoli,1,greater_plurality/accumulation,1,0,,,,
1,febbraio su febbraio,su,connection/transition,febbraio su febbraio,1,connection/transition,1,0,,,,
0,,,,ferita su ferita,1,succession/iteration/distributivity,0,ISSUE,EXCLUDED,,,
1,feste su feste,su,greater_plurality/accumulation,feste su feste,1,greater_plurality/accumulation,1,0,,,,
1,fianco a fianco,a,idiosyncratic,fianco a fianco,1,idiosyncratic,1,0,,,,
350,fianco a fianco,a,juxtaposition/contact,fianco a fianco,355,juxtaposition/contact,1,-5,EXCLUDED,,,
1,fiato a fiato,a,juxtaposition/contact,fiato a fiato,1,juxtaposition/contact,1,0,,,,
2,fibra a fibra,a,succession/iteration/distributivity,fibra a fibra,2,succession/iteration/distributivity,1,0,,,,
3,file su file,su,greater_plurality/accumulation,file su file,3,greater_plurality/accumulation,1,0,,,,
1,fili su fili,su,greater_plurality/accumulation,fili su fili,1,greater_plurality/accumulation,1,0,,,,
1,finanza su finanza,su,connection/transition,finanza su finanza,1,connection/transition,1,0,,,,
0,,,,fiocchi su fiocchi,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
2,fiocco a fiocco,a,succession/iteration/distributivity,fiocco a fiocco,1,succession/iteration/distributivity,1,1,TAG,,,
9,fogli su fogli,su,greater_plurality/accumulation,fogli su fogli,8,greater_plurality/accumulation,1,1,,,,
1,foglia a foglia,a,succession/iteration/distributivity,foglia a foglia,2,succession/iteration/distributivity,1,-1,,,,
1,forchettata su forchettata,su,succession/iteration/distributivity,forchettata su forchettata,1,succession/iteration/distributivity,1,0,,,,
1,Formule su formule,su,greater_plurality/accumulation,formule su formule,1,greater_plurality/accumulation,1,0,,,,
3,foto su foto,su,greater_plurality/accumulation,foto su foto,3,greater_plurality/accumulation,1,0,,,,
1,fotogramma a fotogramma,a,succession/iteration/distributivity,,,,0,ISSUE,ADDED BY GORZONI,,,
2,frase su frase,su,succession/iteration/distributivity,frase su frase,2,succession/iteration/distributivity,1,0,,,,
2,fronte a fronte,a,idiosyncratic,fronte a fronte,2,idiosyncratic,1,0,,,,
6,fronte a fronte,a,juxtaposition/contact,fronte a fronte,6,juxtaposition/contact,1,0,,,,
0,,,,furbizie su furbizie,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
1,gaffes su gaffes,su,greater_plurality/accumulation,gaffes su gaffes,1,greater_plurality/accumulation,1,0,,,,
1,generazione su generazione,su,succession/iteration/distributivity,generazione su generazione,1,succession/iteration/distributivity,1,0,,,,
3,generazioni su generazioni,su,greater_plurality/accumulation,generazioni su generazioni,3,greater_plurality/accumulation,1,0,,,,
1,gennaio su gennaio,su,connection/transition,gennaio su gennaio,1,connection/transition,1,0,,,,
1,giornali su giornali,su,greater_plurality/accumulation,giornali su giornali,1,greater_plurality/accumulation,1,0,,,,
2,giorni su giorni,su,greater_plurality/accumulation,giorni su giorni,2,greater_plurality/accumulation,1,0,,,,
1,giorno su giorno,su,succession/iteration/distributivity,giorno su giorno,1,succession/iteration/distributivity,1,0,,,,
3,giri su giri,su,greater_plurality/accumulation,giri su giri,3,greater_plurality/accumulation,1,0,,,,
1,Giro su giro,su,succession/iteration/distributivity,giro su giro,1,succession/iteration/distributivity,1,0,,,,
1,giunzioni su giunzioni,su,greater_plurality/accumulation,giunzioni su giunzioni,1,greater_plurality/accumulation,1,0,,,,
47,goccia a goccia,a,succession/iteration/distributivity,goccia a goccia,40,succession/iteration/distributivity,1,7,TAG,,,
1,gomito a gomito,a,idiosyncratic,gomito a gomito,2,idiosyncratic,1,-1,EXCLUDED,,,
95,gomito a gomito,a,juxtaposition/contact,gomito a gomito,67,juxtaposition/contact,1,28,TAG,,,
1,Gradino a gradino,a,succession/iteration/distributivity,gradino a gradino,1,succession/iteration/distributivity,1,0,,,,
6,grado a grado,a,succession/iteration/distributivity,grado a grado,6,succession/iteration/distributivity,1,0,,,,
1,granelli su granelli,su,greater_plurality/accumulation,granelli su granelli,1,greater_plurality/accumulation,1,0,,,,
1,granellino su granellino,su,succession/iteration/distributivity,granellino su granellino,1,succession/iteration/distributivity,1,0,,,,
0,,,,grazia su grazia,3,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
0,,,,grigio su grigio,1,juxtaposition/contact,0,ISSUE,EXCLUDED,,,
2,guancia a guancia,a,idiosyncratic,guancia a guancia,2,idiosyncratic,1,0,,,,
20,guancia a guancia,a,juxtaposition/contact,guancia a guancia,20,juxtaposition/contact,1,0,,,,
1,hinterland su hinterland,su,connection/transition,hinterland su hinterland,1,connection/transition,1,0,,,,
1,imprecazioni su imprecazioni,su,greater_plurality/accumulation,imprecazioni su imprecazioni,1,greater_plurality/accumulation,1,0,,,,
1,incarichi su incarichi,su,greater_plurality/accumulation,incarichi su incarichi,1,greater_plurality/accumulation,1,0,,,,
1,indizi su indizi,su,greater_plurality/accumulation,indizi su indizi,1,greater_plurality/accumulation,1,0,,,,
1,informazioni su informazioni,su,greater_plurality/accumulation,informazioni su informazioni,1,greater_plurality/accumulation,1,0,,,,
1,integrazioni su integrazioni,su,greater_plurality/accumulation,integrazioni su integrazioni,1,greater_plurality/accumulation,1,0,,,,
1,interessi su interessi,su,greater_plurality/accumulation,interessi su interessi,1,greater_plurality/accumulation,1,0,,,,
1,interrogativi su interrogativi,su,greater_plurality/accumulation,interrogativi su interrogativi,1,greater_plurality/accumulation,1,0,,,,
1,Intervista su intervista,su,succession/iteration/distributivity,intervista su intervista,1,succession/iteration/distributivity,1,0,,,,
2,interviste su interviste,su,greater_plurality/accumulation,interviste su interviste,2,greater_plurality/accumulation,1,0,,,,
1,invenzioni su invenzioni,su,greater_plurality/accumulation,invenzioni su invenzioni,1,greater_plurality/accumulation,1,0,,,,
1,inverno su inverno,su,connection/transition,inverno su inverno,1,connection/transition,1,0,,,,
1,ipotesi su ipotesi,su,greater_plurality/accumulation,ipotesi su ipotesi,1,greater_plurality/accumulation,1,0,,,,
0,,,,Italia su Italia,1,connection/transition,0,ISSUE,EXCLUDED,,,
1,km su km,su,greater_plurality/accumulation,km su km,1,greater_plurality/accumulation,1,0,,,,
1,lato a lato,a,idiosyncratic,lato a lato,1,idiosyncratic,1,0,,,,
1,layer su layer,su,succession/iteration/distributivity,layer su layer,1,succession/iteration/distributivity,1,0,,,,
1,leggi su leggi,su,greater_plurality/accumulation,leggi su leggi,1,greater_plurality/accumulation,1,0,,,,
1,leghe su leghe,su,greater_plurality/accumulation,leghe su leghe,1,greater_plurality/accumulation,1,0,,,,
1,legni su legni,su,greater_plurality/accumulation,legni su legni,1,greater_plurality/accumulation,1,0,,,,
1,legno su legno,su,juxtaposition/contact,legno su legno,1,juxtaposition/contact,1,0,ESPORTATO,,,
6,lettere su lettere,su,greater_plurality/accumulation,lettere su lettere,6,greater_plurality/accumulation,1,0,,,,
1,letture su letture,su,greater_plurality/accumulation,letture su letture,1,greater_plurality/accumulation,1,0,,,,
6,libri su libri,su,greater_plurality/accumulation,libri su libri,6,greater_plurality/accumulation,1,0,,,,
1,limoni su limoni,su,greater_plurality/accumulation,limoni su limoni,1,greater_plurality/accumulation,1,0,,,,
1,lira su lira,su,succession/iteration/distributivity,lira su lira,1,succession/iteration/distributivity,1,0,,,,
1,liste su liste,su,greater_plurality/accumulation,liste su liste,1,greater_plurality/accumulation,1,0,,,,
1,lunghezza su lunghezza,su,greater_plurality/accumulation,lunghezza su lunghezza,1,greater_plurality/accumulation,1,0,,,,
1,maglie su maglie,su,greater_plurality/accumulation,maglie su maglie,1,greater_plurality/accumulation,1,0,,,,
1,manciate su manciate,su,greater_plurality/accumulation,manciate su manciate,1,greater_plurality/accumulation,1,0,,,,
218,mano a mano,a,idiosyncratic,mano a mano,223,idiosyncratic,1,-5,EXCLUDED,,,
1,massacri su massacri,su,greater_plurality/accumulation,massacri su massacri,1,greater_plurality/accumulation,1,0,,,,
1,materia su materia,su,greater_plurality/accumulation,materia su materia,1,greater_plurality/accumulation,1,0,,,,
10,mattone su mattone,su,succession/iteration/distributivity,mattone su mattone,11,succession/iteration/distributivity,1,-1,EXCLUDED,,,
1,melodie su melodie,su,greater_plurality/accumulation,melodie su melodie,1,greater_plurality/accumulation,1,0,,,,
1,memoria su memoria,su,succession/iteration/distributivity,memoria su memoria,1,succession/iteration/distributivity,1,0,,,,
1,meraviglie su meraviglie,su,greater_plurality/accumulation,meraviglie su meraviglie,1,greater_plurality/accumulation,1,0,,,,
2,mese su mese,su,connection/transition,mese su mese,2,connection/transition,1,0,,,,
1,metallo su metallo,su,juxtaposition/contact,metallo su metallo,1,juxtaposition/contact,1,0,ESPORTATO,,,
1,metri su metri,su,greater_plurality/accumulation,metri su metri,1,greater_plurality/accumulation,1,0,,,,
1,metro su metro,su,greater_plurality/accumulation,metro su metro,1,greater_plurality/accumulation,1,0,,,,
5,miliardi su miliardi,su,greater_plurality/accumulation,miliardi su miliardi,5,greater_plurality/accumulation,1,0,,,,
2,milioni su milioni,su,greater_plurality/accumulation,milioni su milioni,2,greater_plurality/accumulation,1,0,,,,
1,minchiate su minchiate,su,greater_plurality/accumulation,minchiate su minchiate,1,greater_plurality/accumulation,1,0,,,,
1,minuti su minuti,su,greater_plurality/accumulation,minuti su minuti,1,greater_plurality/accumulation,1,0,,,,
1,Miracolo su miracolo,su,succession/iteration/distributivity,miracolo su miracolo,1,succession/iteration/distributivity,1,0,,,,
1,Misteri su misteri,su,greater_plurality/accumulation,misteri su misteri,1,greater_plurality/accumulation,1,0,,,,
1,moduli su moduli,su,greater_plurality/accumulation,moduli su moduli,1,greater_plurality/accumulation,1,0,,,,
1,mondo su mondo,su,succession/iteration/distributivity,mondo su mondo,1,succession/iteration/distributivity,1,0,,,,
1,monologo su monologo,su,succession/iteration/distributivity,monologo su monologo,1,succession/iteration/distributivity,1,0,,,,
2,morti su morti,su,greater_plurality/accumulation,morti su morti,2,greater_plurality/accumulation,1,0,,,,
1,Mura su mura,su,greater_plurality/accumulation,mura su mura,1,greater_plurality/accumulation,1,0,,,,
2,muro a muro,a,juxtaposition/contact,muro a muro,2,juxtaposition/contact,1,0,,,,
1,muso a muso,a,juxtaposition/contact,muso a muso,1,juxtaposition/contact,1,0,,,,
1,mutamenti su mutamenti,su,greater_plurality/accumulation,mutamenti su mutamenti,1,greater_plurality/accumulation,1,0,,,,
1,naso a naso,a,juxtaposition/contact,naso a naso,1,juxtaposition/contact,1,0,,,,
1,nodi su nodi,su,greater_plurality/accumulation,nodi su nodi,2,greater_plurality/accumulation,1,-1,EXCLUDED,,,
4,nomi su nomi,su,greater_plurality/accumulation,nomi su nomi,4,greater_plurality/accumulation,1,0,,,,
1,norma su norma,su,succession/iteration/distributivity,norma su norma,1,succession/iteration/distributivity,1,0,,,,
1,norme su norme,su,greater_plurality/accumulation,norme su norme,1,greater_plurality/accumulation,1,0,,,,
1,notti su notti,su,greater_plurality/accumulation,notti su notti,1,greater_plurality/accumulation,1,0,,,,
1,novità su novità,su,greater_plurality/accumulation,novità su novità,1,inescapable_presupposition,1,0,,,,
1,Novità su novità,su,inescapable_presupposition,novità su novità,1,greater_plurality/accumulation,1,0,,,,
1,numeri su numeri,su,greater_plurality/accumulation,numeri su numeri,1,greater_plurality/accumulation,1,0,,,,
1,numero su numero,su,succession/iteration/distributivity,numero su numero,1,succession/iteration/distributivity,1,0,,,,
1,obiezioni su obiezioni,su,greater_plurality/accumulation,obiezioni su obiezioni,1,greater_plurality/accumulation,1,0,,,,
1,obolo su obolo,su,succession/iteration/distributivity,obolo su obolo,1,succession/iteration/distributivity,1,0,,,,
1,occasioni su occasioni,su,greater_plurality/accumulation,occasioni su occasioni,1,greater_plurality/accumulation,1,0,,,,
2,odio su odio,su,greater_plurality/accumulation,odio su odio,3,greater_plurality/accumulation,1,-1,EXCLUDED,,,
1,offesa su offesa,su,succession/iteration/distributivity,offesa su offesa,1,succession/iteration/distributivity,1,0,,,,
1,ombelico su ombelico,su,juxtaposition/contact,ombelico su ombelico,1,juxtaposition/contact,1,0,ESPORTATO,,,
1,ombre su ombre,su,greater_plurality/accumulation,ombre su ombre,1,greater_plurality/accumulation,1,0,,,,
1,omicidi su omicidi,su,greater_plurality/accumulation,omicidi su omicidi,1,greater_plurality/accumulation,1,0,,,,
1,onda a onda,a,succession/iteration/distributivity,onda a onda,1,succession/iteration/distributivity,1,0,,,,
3,onda su onda,su,succession/iteration/distributivity,onda su onda,4,succession/iteration/distributivity,1,-1,EXCLUDED,,,
1,operazioni su operazioni,su,greater_plurality/accumulation,operazioni su operazioni,1,greater_plurality/accumulation,1,0,,,,
1,opere su opere,su,greater_plurality/accumulation,opere su opere,1,greater_plurality/accumulation,1,0,,,,
1,opinioni su opinioni,su,greater_plurality/accumulation,opinioni su opinioni,1,greater_plurality/accumulation,1,0,,,,
2,ore su ore,su,greater_plurality/accumulation,ore su ore,2,greater_plurality/accumulation,1,0,,,,
